name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
17960,2019-03-18,42.6,26.4,34.4,38.8,26.4,32.8,16.9,50.8,0.0,0,0.0,,0.0,0.0,19.7,10.0,297.7,1025.5,53.7,9.9,195.0,16.8,8.0,,2019-03-18T07:10:50,2019-03-18T19:13:38,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,D6615"
17960,2019-03-19,47.1,25.5,36.7,43.3,25.5,35.4,17.7,49.3,0.0,0,0.0,,0.0,0.0,19.7,8.2,276.8,1029.6,23.6,9.9,214.8,18.6,7.0,,2019-03-19T07:09:11,2019-03-19T19:14:42,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,D6615"
17960,2019-03-20,51.3,25.7,40.0,51.3,25.7,38.7,21.5,50.8,0.0,0,0.0,,0.0,0.0,20.0,10.8,176.4,1027.3,2.3,9.9,208.8,18.2,7.0,,2019-03-20T07:07:32,2019-03-20T19:15:46,0.5,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2019-03-21,46.2,38.3,42.6,42.0,32.8,38.0,39.2,88.2,1.086,100,79.17,rain,0.0,0.0,23.0,11.7,68.7,1014.2,93.4,6.0,18.4,1.7,1.0,,2019-03-21T07:05:52,2019-03-21T19:16:50,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,D6615"
17960,2019-03-22,46.8,36.9,40.5,40.1,27.1,32.6,33.9,78.5,0.421,100,50.0,rain,0.0,0.0,33.7,19.1,303.0,999.8,86.9,8.7,107.5,9.2,6.0,,2019-03-22T07:04:13,2019-03-22T19:17:54,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,D6615"
17960,2019-03-23,48.4,32.7,39.2,42.1,21.5,30.9,16.1,42.5,0.0,0,0.0,,0.0,0.0,32.4,20.4,291.2,1014.4,36.2,9.9,235.8,20.5,9.0,,2019-03-23T07:02:34,2019-03-23T19:18:57,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-03-24,57.8,31.1,46.0,57.8,29.4,44.3,18.4,34.4,0.0,0,0.0,,0.0,0.0,23.0,12.5,260.1,1021.3,12.0,9.9,212.2,18.3,8.0,,2019-03-24T07:00:54,2019-03-24T19:20:01,0.62,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,D6615"
17960,2019-03-25,50.4,37.8,44.6,50.4,36.3,42.3,29.4,55.3,0.027,100,20.83,rain,0.0,0.0,16.1,10.5,337.8,1018.3,84.3,9.8,43.4,3.8,1.0,,2019-03-25T06:59:15,2019-03-25T19:21:04,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-03-26,45.6,29.0,37.3,40.7,19.5,30.6,7.7,30.2,0.0,0,0.0,,0.0,0.0,21.9,12.9,4.0,1025.0,5.2,9.9,189.3,16.4,8.0,,2019-03-26T06:57:35,2019-03-26T19:22:08,0.68,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-03-27,49.2,23.4,37.5,47.4,23.4,34.9,10.9,35.4,0.0,0,0.0,,0.0,0.0,18.3,8.3,93.2,1032.0,0.0,9.9,190.0,16.4,8.0,,2019-03-27T06:55:56,2019-03-27T19:23:11,0.72,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019"
17960,2019-03-28,56.4,29.7,43.8,56.4,29.2,42.2,28.0,56.1,0.0,0,0.0,,0.0,0.0,21.9,12.4,176.8,1027.8,16.3,9.9,244.6,21.2,7.0,,2019-03-28T06:54:17,2019-03-28T19:24:14,0.75,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,E3019"
17960,2019-03-29,57.7,45.5,51.4,57.7,45.5,51.1,42.1,70.8,0.009,100,12.5,rain,0.0,0.0,,7.1,245.0,1019.8,78.7,9.8,344.8,30.1,6.0,,2019-03-29T06:52:38,2019-03-29T19:25:17,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,E3019,KXLL"
17960,2019-03-30,73.0,47.9,59.6,73.0,46.1,59.4,44.1,61.5,0.0,0,0.0,,0.0,0.0,28.7,16.6,166.5,1014.2,48.9,9.6,481.9,42.1,6.0,,2019-03-30T06:50:59,2019-03-30T19:26:20,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,E3019,KXLL"
17960,2019-03-31,63.3,34.6,51.7,63.3,24.6,48.9,36.4,56.8,0.063,100,16.67,rain,0.0,0.0,29.3,19.9,258.7,1008.2,54.0,9.8,111.7,9.6,7.0,,2019-03-31T06:49:20,2019-03-31T19:27:23,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-04-01,44.7,28.1,35.8,40.7,18.9,29.0,12.6,39.3,0.0,0,0.0,,0.0,0.0,27.8,14.9,299.2,1024.1,20.9,9.9,247.4,21.3,8.0,,2019-04-01T06:47:42,2019-04-01T19:28:26,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-04-02,49.9,28.2,39.4,45.5,28.2,37.1,22.4,52.4,0.028,100,4.17,rain,0.0,0.0,21.9,11.3,127.1,1025.6,29.9,9.9,173.2,15.0,6.0,,2019-04-02T06:46:04,2019-04-02T19:29:28,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,D6615"
17960,2019-04-03,63.1,30.7,48.0,63.1,28.2,47.4,25.1,49.4,0.0,0,0.0,,0.0,0.0,34.7,22.2,272.1,1018.8,7.4,9.8,266.4,22.9,8.0,,2019-04-03T06:44:26,2019-04-03T19:30:31,0.94,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,E3019"
17960,2019-04-04,58.6,37.2,48.8,58.6,36.7,47.6,21.9,35.2,0.0,0,0.0,,0.0,0.0,18.9,12.3,303.8,1028.3,0.9,9.8,239.5,20.6,8.0,,2019-04-04T06:42:48,2019-04-04T19:31:34,0.98,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2019-04-05,44.6,36.3,38.7,40.3,29.0,33.9,25.9,63.7,0.192,100,41.67,rain,0.0,0.0,19.7,10.5,74.3,1029.0,83.9,8.4,48.8,4.1,2.0,,2019-04-05T06:41:11,2019-04-05T19:32:37,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2019-04-06,63.5,36.8,48.7,63.5,33.5,48.1,41.3,78.3,0.002,100,4.17,rain,0.0,0.0,,8.5,324.2,1022.9,61.7,7.3,184.3,15.8,7.0,,2019-04-06T06:39:34,2019-04-06T19:33:40,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,E3019"
17960,2019-04-07,67.9,39.2,55.8,67.9,39.2,55.8,43.9,67.5,0.01,100,4.17,rain,0.0,0.0,16.1,11.7,175.8,1022.2,34.2,9.5,183.6,15.8,7.0,,2019-04-07T06:37:58,2019-04-07T19:34:42,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2019-04-08,75.7,54.0,64.1,75.7,54.0,64.1,52.9,70.2,0.077,100,16.67,rain,0.0,0.0,25.5,14.3,251.5,1010.3,54.9,9.5,114.2,9.8,5.0,,2019-04-08T06:36:22,2019-04-08T19:35:45,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72517014737,72510314712,KRDG,BHDP1,KHZL,99999900379,KXLL,E3019"
17960,2019-04-09,72.4,48.3,61.6,72.4,48.3,61.6,43.6,57.3,0.013,100,4.17,rain,0.0,0.0,31.7,16.4,263.0,1003.6,19.9,9.7,126.3,10.8,5.0,,2019-04-09T06:34:46,2019-04-09T19:36:48,0.15,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019"
17960,2019-04-10,58.5,42.7,50.3,58.5,37.3,49.2,31.7,49.5,0.0,0,0.0,,0.0,0.0,24.2,13.2,332.8,1011.0,31.1,9.9,197.5,17.0,8.0,,2019-04-10T06:33:11,2019-04-10T19:37:51,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-04-11,54.2,38.2,45.4,54.2,33.4,42.5,26.4,48.1,0.0,0,0.0,,0.0,0.0,18.3,9.0,83.4,1022.5,53.3,9.9,160.8,14.0,8.0,,2019-04-11T06:31:37,2019-04-11T19:38:53,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019"
17960,2019-04-12,67.4,46.2,55.3,67.4,42.4,54.4,45.5,70.6,0.627,100,33.33,rain,0.0,0.0,23.0,13.6,138.2,1021.3,91.6,8.1,66.7,5.9,3.0,,2019-04-12T06:30:03,2019-04-12T19:39:56,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,D6615"
17960,2019-04-13,73.6,59.7,65.6,73.6,59.7,65.6,53.9,70.6,0.539,100,37.5,rain,0.0,0.0,17.2,9.2,251.6,1017.2,43.2,9.0,187.1,16.1,8.0,,2019-04-13T06:28:30,2019-04-13T19:40:59,0.29,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019"
17960,2019-04-14,72.0,53.9,63.9,72.0,53.9,63.9,59.7,86.5,0.087,100,8.33,rain,0.0,0.0,28.8,19.0,162.0,1009.3,77.2,8.9,49.3,4.1,2.0,,2019-04-14T06:26:57,2019-04-14T19:42:02,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019"
17960,2019-04-15,72.0,43.1,54.2,72.0,35.8,50.9,44.2,70.1,0.434,100,20.83,rain,0.0,0.0,38.1,23.2,267.7,1000.7,76.6,9.7,121.1,10.5,5.0,,2019-04-15T06:25:25,2019-04-15T19:43:05,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019"
17960,2019-04-16,59.6,39.6,49.0,59.6,34.3,46.6,27.4,44.3,0.005,100,4.17,rain,0.0,0.0,24.6,15.1,288.6,1017.5,33.3,9.9,208.4,17.9,9.0,,2019-04-16T06:23:54,2019-04-16T19:44:07,0.4,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019"
17960,2019-04-17,58.4,46.3,52.6,58.4,45.3,52.0,38.3,59.7,0.007,100,4.17,rain,0.0,0.0,,11.7,94.1,1019.8,86.0,9.9,116.8,10.1,6.0,,2019-04-17T06:22:23,2019-04-17T19:45:10,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019"
17960,2019-04-18,72.2,50.1,59.7,72.2,50.1,59.7,47.8,65.1,0.0,0,0.0,,0.0,0.0,23.0,12.3,124.2,1015.5,61.7,9.9,120.9,10.5,6.0,,2019-04-18T06:20:53,2019-04-18T19:46:13,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019"
17960,2019-04-19,73.1,63.8,67.7,73.1,63.8,67.7,60.2,77.5,0.301,100,33.33,rain,0.0,0.0,27.9,16.4,174.4,1006.6,56.2,9.1,49.9,4.4,2.0,,2019-04-19T06:19:24,2019-04-19T19:47:16,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-04-20,72.7,60.1,66.8,72.7,60.1,66.8,57.5,75.0,0.577,100,54.17,rain,0.0,0.0,28.5,17.1,159.0,1004.4,60.4,9.1,121.6,10.4,7.0,,2019-04-20T06:17:56,2019-04-20T19:48:19,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-04-21,66.2,53.9,59.8,66.2,53.9,59.8,46.9,64.3,0.0,0,0.0,,0.0,0.0,,5.8,344.4,1014.2,80.3,9.9,149.7,12.9,6.0,,2019-04-21T06:16:28,2019-04-21T19:49:22,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-04-22,66.2,52.6,58.6,66.2,52.6,58.6,47.6,67.9,0.0,0,0.0,,0.0,0.0,25.3,14.5,337.5,1018.4,51.6,9.9,167.3,14.4,6.0,,2019-04-22T06:15:02,2019-04-22T19:50:25,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-04-23,76.5,48.0,63.5,76.5,48.0,63.5,47.4,58.8,0.041,100,4.17,rain,0.0,0.0,23.0,8.3,255.8,1013.9,18.1,9.8,202.5,17.5,8.0,,2019-04-23T06:13:36,2019-04-23T19:51:28,0.64,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL,E3019,D6615"
17960,2019-04-24,67.6,54.9,61.1,67.6,54.9,61.1,43.0,53.6,0.037,100,4.17,rain,0.0,0.0,20.8,15.4,291.7,1009.4,11.5,9.9,294.2,25.3,9.0,,2019-04-24T06:12:11,2019-04-24T19:52:30,0.67,Rain,Clear conditions throughout the day with early morning rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,E3019,D6615"
17960,2019-04-25,62.5,48.5,56.5,62.5,47.0,56.3,42.8,60.7,0.004,100,4.17,rain,0.0,0.0,,6.7,35.4,1013.3,48.8,9.9,129.0,11.0,5.0,,2019-04-25T06:10:47,2019-04-25T19:53:33,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,D6615"
17960,2019-04-26,65.6,51.9,56.7,65.6,51.9,56.7,52.2,85.2,0.468,100,62.5,rain,0.0,0.0,27.6,15.6,136.1,1001.6,87.5,8.3,24.5,2.1,1.0,,2019-04-26T06:09:25,2019-04-26T19:54:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2019-04-27,61.0,46.7,53.4,61.0,40.7,52.0,32.0,45.1,0.0,0,0.0,,0.0,0.0,36.2,19.8,280.4,1003.7,25.8,9.9,267.8,23.2,8.0,,2019-04-27T06:08:03,2019-04-27T19:55:38,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,D6615"
17960,2019-04-28,50.9,42.1,48.2,50.9,40.1,46.1,38.4,69.4,0.012,100,12.5,rain,0.0,0.0,18.3,12.4,3.2,1016.0,76.6,9.6,59.1,5.1,3.0,,2019-04-28T06:06:42,2019-04-28T19:56:41,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,D6615"
17960,2019-04-29,59.1,33.2,47.8,59.1,33.2,47.6,31.1,57.0,0.0,0,0.0,,0.0,0.0,19.1,10.0,160.3,1027.1,35.6,9.9,217.6,18.8,8.0,,2019-04-29T06:05:22,2019-04-29T19:57:44,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2019-04-30,69.7,49.6,58.4,69.7,47.6,58.2,48.5,71.8,0.008,100,8.33,rain,0.0,0.0,17.2,9.4,337.2,1023.0,70.7,9.1,228.3,19.5,8.0,,2019-04-30T06:04:04,2019-04-30T19:58:46,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,D6615"
17960,2020-02-01,40.3,31.2,35.5,40.3,31.2,35.4,33.0,91.1,0.012,100,12.5,rain,0.0,0.0,,3.4,321.2,1013.3,91.6,3.5,33.7,2.9,1.0,,2020-02-01T07:14:17,2020-02-01T17:20:59,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-02,39.4,33.3,35.4,35.5,28.7,32.2,31.7,86.5,0.057,100,29.17,"rain,snow",0.0,0.0,19.7,10.9,260.8,1002.5,83.5,6.9,21.4,1.8,1.0,,2020-02-02T07:13:18,2020-02-02T17:22:13,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,D6615"
17960,2020-02-03,58.0,34.7,45.5,58.0,30.6,44.2,33.8,66.1,0.0,0,0.0,,0.0,0.0,22.0,10.8,272.0,1009.1,28.0,8.9,103.1,8.9,5.0,,2020-02-03T07:12:19,2020-02-03T17:23:27,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,D6615"
17960,2020-02-04,57.8,39.6,47.8,57.8,39.6,47.8,41.7,79.6,0.034,100,29.17,rain,0.0,0.0,18.3,3.8,307.7,1009.4,68.0,9.4,37.6,3.1,3.0,,2020-02-04T07:11:17,2020-02-04T17:24:42,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,D6615"
17960,2020-02-05,45.4,34.7,37.3,40.7,28.8,32.4,26.4,65.3,0.004,100,8.33,rain,0.0,0.0,19.7,11.3,6.3,1015.7,91.0,9.6,41.4,3.5,2.0,,2020-02-05T07:10:14,2020-02-05T17:25:56,0.38,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-06,41.6,33.8,36.8,39.9,27.9,33.4,35.5,94.8,0.193,100,66.67,"rain,snow",0.1,0.0,25.3,7.1,55.6,1002.8,98.2,3.5,15.2,1.3,1.0,,2020-02-06T07:09:09,2020-02-06T17:27:10,0.42,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-07,45.1,31.2,38.1,41.9,20.8,31.5,33.7,84.7,0.445,100,58.33,"rain,snow",0.0,0.2,32.1,19.4,288.5,991.8,92.3,5.5,20.5,1.8,1.0,,2020-02-07T07:08:03,2020-02-07T17:28:24,0.45,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-08,38.0,26.9,32.0,33.0,20.6,26.7,20.8,63.5,0.0,0,0.0,,0.0,0.1,23.0,12.2,266.5,1020.9,55.6,9.8,62.0,5.4,3.0,,2020-02-08T07:06:55,2020-02-08T17:29:39,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,F6636,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-09,40.1,28.9,34.7,39.9,25.2,32.6,25.2,69.0,0.0,0,0.0,,0.0,0.0,17.6,9.5,3.2,1030.6,69.7,9.5,69.0,5.9,4.0,,2020-02-09T07:05:46,2020-02-09T17:30:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,E3019"
17960,2020-02-10,44.1,38.8,41.9,43.1,32.4,38.6,36.6,82.2,0.167,100,58.33,rain,0.0,0.0,18.9,10.8,200.9,1021.2,93.9,8.0,16.8,1.5,1.0,,2020-02-10T07:04:35,2020-02-10T17:32:06,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-11,47.3,41.1,43.4,46.5,34.6,41.8,40.1,88.6,0.162,100,50.0,rain,0.0,0.0,20.8,11.2,296.6,1014.1,94.2,5.2,32.8,3.0,2.0,,2020-02-11T07:03:23,2020-02-11T17:33:20,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-12,42.7,33.8,38.5,41.3,28.3,34.0,25.7,60.7,0.081,100,12.5,rain,0.0,0.0,21.8,12.1,258.0,1020.4,38.2,9.3,95.9,8.3,5.0,,2020-02-12T07:02:09,2020-02-12T17:34:33,0.62,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-13,43.2,35.9,39.3,41.2,30.7,35.8,36.2,88.9,0.345,100,58.33,rain,0.0,0.0,22.5,12.4,280.8,1007.8,89.5,6.2,13.8,1.3,1.0,,2020-02-13T07:00:55,2020-02-13T17:35:46,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-14,36.6,16.0,27.3,30.8,8.1,17.3,11.2,51.8,0.0,0,0.0,,0.0,0.0,29.7,17.6,316.7,1026.3,46.0,9.4,137.5,11.9,6.0,,2020-02-14T06:59:38,2020-02-14T17:36:59,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-15,30.7,9.2,20.7,26.2,5.3,16.2,4.7,50.3,0.0,0,0.0,,0.0,0.0,16.1,9.9,185.2,1034.4,0.0,9.9,139.1,12.1,6.0,,2020-02-15T06:58:21,2020-02-15T17:38:12,0.75,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-16,41.4,26.2,33.7,41.4,19.6,31.8,21.3,60.6,0.0,0,0.0,,0.0,0.0,,7.4,265.5,1022.0,58.4,9.9,62.7,5.5,3.0,,2020-02-16T06:57:03,2020-02-16T17:39:24,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL,E3019"
17960,2020-02-17,49.2,28.3,38.4,49.2,27.6,37.4,25.1,61.3,0.0,0,0.0,,0.0,0.0,,5.9,344.1,1024.1,6.0,9.8,149.1,13.0,6.0,,2020-02-17T06:55:43,2020-02-17T17:40:36,0.79,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-18,50.1,34.4,42.0,50.1,29.5,38.7,35.2,77.3,0.033,100,25.0,rain,0.0,0.0,23.0,9.9,108.4,1021.5,82.7,8.3,16.5,1.5,1.0,,2020-02-18T06:54:22,2020-02-18T17:41:48,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-19,45.2,31.0,39.6,40.2,28.0,34.0,22.4,52.7,0.006,100,8.33,rain,0.0,0.0,25.6,17.2,301.1,1024.3,29.6,9.7,161.0,14.0,6.0,,2020-02-19T06:53:00,2020-02-19T17:43:00,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-20,33.1,24.1,29.2,30.8,14.9,23.2,12.9,50.7,0.0,0,0.0,,0.0,0.0,,8.7,325.6,1031.1,18.2,9.9,80.6,7.0,3.0,,2020-02-20T06:51:37,2020-02-20T17:44:11,0.9,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-21,34.4,17.2,25.7,28.2,8.2,19.2,7.1,46.9,0.0,0,0.0,,0.0,0.0,17.2,12.2,311.3,1032.2,4.0,9.9,167.8,14.4,6.0,,2020-02-21T06:50:13,2020-02-21T17:45:22,0.93,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-22,49.8,23.9,35.7,45.4,19.1,31.1,8.2,34.1,0.0,0,0.0,,0.0,0.0,21.7,13.5,258.9,1025.4,0.0,9.9,172.9,14.8,6.0,,2020-02-22T06:48:48,2020-02-22T17:46:33,0.97,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-23,54.6,24.8,40.3,54.6,24.8,39.5,12.3,35.2,0.0,0,0.0,,0.0,0.0,16.1,8.6,250.7,1021.9,7.2,9.9,174.0,15.0,6.0,,2020-02-23T06:47:21,2020-02-23T17:47:43,0.0,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
17960,2020-02-24,58.8,26.4,44.2,58.8,26.4,44.1,21.2,43.7,0.0,0,0.0,,0.0,0.0,,7.8,246.4,1016.3,32.8,9.9,124.9,10.8,5.0,,2020-02-24T06:45:54,2020-02-24T17:48:53,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,BHDP1,99999900379,KXLL"
